订单编号,下单时间,pay_time,商品编码,商品名称,品类,quantity,unit_price,total_amount,discount_amount,actual_pay_amount,订单状态,buyer_province,是否新客,优惠券名称
微20250824048804,2025-08-24 13:40:00,2025-08-24 13:40:00,SKU_服_001,服装商品34,服装,1,133.99,133.99,1.36,132.63,已完成,湖北,False,满200减30
微20250824048806,2025-08-24 14:04:00,2025-08-24 14:04:00,SKU_服_001,服装商品30,服装,3,174.58,523.74,4.39,519.35,已取消,湖北,True,
微20250824048807,2025-08-24 15:31:00,2025-08-24 15:31:00,SKU_服_001,服装商品16,服装,1,150.77,150.77,1.87,148.9,已完成,广东,False,满200减30
微20250824048808,2025-08-24 17:45:00,2025-08-24 17:45:00,SKU_服_007,服装商品46,服装,2,185.69,371.38,22.19,349.19,已取消,上海,True,
微20250824048811,2025-08-24 20:32:00,2025-08-24 20:32:00,SKU_服_001,服装商品31,服装,1,159.54,159.54,11.98,147.56,待发货,广东,False,新人首单立减20
微20250824048812,2025-08-24 20:07:00,2025-08-24 20:07:00,SKU_服_002,服装商品46,服装,3,143.11,429.33,5.74,423.59,已完成,浙江,True,
微20250824048814,2025-08-24 10:08:00,2025-08-24 10:08:00,SKU_服_004,服装商品16,服装,1,145.83,145.83,7.63,138.2,已完成,上海,False,
微20250824048815,2025-08-24 20:25:00,2025-08-24 20:25:00,SKU_服_006,服装商品10,服装,1,161.13,161.13,6.92,154.21,已取消,山东,True,
微20250825049604,2025-08-25 16:05:00,2025-08-25 16:05:00,SKU_美_009,美妆商品33,美妆,1,128.5,128.5,10.02,118.48,已取消,山东,True,
微20250825049605,2025-08-25 21:40:00,2025-08-25 21:40:00,SKU_美_001,美妆商品28,美妆,1,127.32,127.32,7.99,119.33,已完成,浙江,True,
微20250825049606,2025-08-25 19:09:00,2025-08-25 19:09:00,SKU_美_013,美妆商品16,美妆,1,134.25,134.25,7.74,126.51,已取消,江苏,True,
微20250825049607,2025-08-25 10:40:00,2025-08-25 10:40:00,SKU_美_002,美妆商品8,美妆,1,144.2,144.2,6.52,137.68,已完成,广东,False,新人首单立减20
微20250825049608,2025-08-25 19:29:00,2025-08-25 19:29:00,SKU_美_014,美妆商品1,美妆,1,128.03,128.03,7.04,120.99,已完成,湖北,False,
微20250825049609,2025-08-25 12:54:00,2025-08-25 12:54:00,SKU_美_008,美妆商品28,美妆,1,141.72,141.72,20.06,121.66,已完成,北京,False,新人首单立减20
微20250825049614,2025-08-25 21:41:00,2025-08-25 21:41:00,SKU_美_005,美妆商品1,美妆,1,126.83,126.83,18.56,108.27,已取消,湖北,True,
微20250825049615,2025-08-25 19:32:00,,SKU_美_007,美妆商品15,美妆,3,142.52,427.56,21.29,406.27,已取消,北京,True,
微20250825049616,2025-08-25 21:19:00,2025-08-25 21:19:00,SKU_美_019,美妆商品6,美妆,2,155.44,310.88,22.85,288.03,已取消,山东,True,
微20250825049618,2025-08-25 14:57:00,2025-08-25 14:57:00,SKU_美_010,美妆商品26,美妆,1,128.73,128.73,16.94,111.79,已完成,四川,False,满200减30
微20250825049620,2025-08-25 11:17:00,2025-08-25 11:17:00,SKU_美_018,美妆商品6,美妆,1,148.65,148.65,10.88,137.77,已取消,浙江,True,
微20250825049622,2025-08-25 19:00:00,2025-08-25 19:00:00,SKU_美_015,美妆商品9,美妆,2,131.22,262.44,19.07,243.37,已取消,浙江,True,
微20250825049624,2025-08-25 09:52:00,,SKU_美_018,美妆商品3,美妆,1,132.95,132.95,13.4,119.55,已取消,湖北,True,
微20250825049625,2025-08-25 13:03:00,2025-08-25 13:03:00,SKU_美_007,美妆商品22,美妆,3,121.02,363.06,49.14,313.92,已完成,北京,False,
微20250825049626,2025-08-25 19:05:00,,SKU_美_018,美妆商品22,美妆,1,127.75,127.75,0.19,127.56,已取消,湖北,False,品类优惠券
微20250825049628,2025-08-25 15:08:00,2025-08-25 15:08:00,SKU_美_013,美妆商品29,美妆,3,130.26,390.78,32.78,358.0,已完成,四川,False,品类优惠券
微20250825049629,2025-08-25 21:03:00,2025-08-25 21:03:00,SKU_美_005,美妆商品10,美妆,1,132.04,132.04,11.39,120.65,已完成,广东,False,
微20250825049632,2025-08-25 10:36:00,2025-08-25 10:36:00,SKU_美_019,美妆商品46,美妆,1,138.88,138.88,5.0,133.88,已取消,上海,True,
微20250825049634,2025-08-25 08:36:00,,SKU_美_009,美妆商品40,美妆,1,124.26,124.26,8.91,115.35,已取消,北京,False,
微20250825049635,2025-08-25 18:08:00,2025-08-25 18:08:00,SKU_美_008,美妆商品30,美妆,2,130.33,260.66,34.18,226.48,已取消,广东,True,
微20250825049636,2025-08-25 16:24:00,2025-08-25 16:24:00,SKU_食_013,食品商品34,食品,2,65.12,130.24,4.71,125.53,已完成,北京,False,
微20250825049638,2025-08-25 15:27:00,,SKU_食_010,食品商品1,食品,1,59.11,59.11,4.54,54.57,已取消,四川,False,品类优惠券
微20250825049641,2025-08-25 17:46:00,2025-08-25 17:46:00,SKU_食_009,食品商品7,食品,1,61.67,61.67,4.57,57.1,已完成,山东,False,品类优惠券
微20250825049645,2025-08-25 16:32:00,2025-08-25 16:32:00,SKU_食_010,食品商品3,食品,2,56.7,113.4,6.61,106.79,已完成,四川,False,品类优惠券
微20250825049646,2025-08-25 22:55:00,2025-08-25 22:55:00,SKU_食_014,食品商品39,食品,2,50.79,101.58,6.52,95.06,已取消,山东,True,
微20250825049647,2025-08-25 10:55:00,2025-08-25 10:55:00,SKU_食_006,食品商品23,食品,1,60.14,60.14,3.37,56.77,待发货,湖北,False,
微20250825049650,2025-08-25 22:22:00,2025-08-25 22:22:00,SKU_食_006,食品商品25,食品,1,55.51,55.51,0.13,55.38,已完成,江苏,True,
微20250825049654,2025-08-25 21:09:00,2025-08-25 21:09:00,SKU_食_019,食品商品13,食品,2,67.07,134.14,8.05,126.09,已完成,山东,False,
微20250825049656,2025-08-25 20:07:00,,SKU_食_001,食品商品48,食品,1,61.7,61.7,9.17,52.53,已取消,湖北,False,新人首单立减20
微20250825049660,2025-08-25 15:21:00,,SKU_食_008,食品商品31,食品,2,47.44,94.88,5.81,89.07,已取消,山东,True,
微20250825049661,2025-08-25 12:06:00,2025-08-25 12:06:00,SKU_食_017,食品商品44,食品,1,58.31,58.31,1.58,56.73,已完成,北京,False,
微20250825049666,2025-08-25 22:58:00,2025-08-25 22:58:00,SKU_食_014,食品商品44,食品,3,56.39,169.17,20.18,148.99,已完成,山东,True,
微20250825049669,2025-08-25 08:08:00,2025-08-25 08:08:00,SKU_食_012,食品商品13,食品,2,62.77,125.54,15.88,109.66,已完成,上海,False,新人首单立减20
微20250825049671,2025-08-25 22:03:00,2025-08-25 22:03:00,SKU_食_015,食品商品49,食品,3,65.84,197.52,3.26,194.26,已完成,浙江,False,
微20250825049673,2025-08-25 11:26:00,2025-08-25 11:26:00,SKU_电_016,电子商品12,电子,1,310.4,310.4,33.54,276.86,已取消,浙江,True,
微20250825049674,2025-08-25 08:29:00,2025-08-25 08:29:00,SKU_电_008,电子商品31,电子,1,320.66,320.66,6.14,314.52,已完成,山东,True,
微20250825049675,2025-08-25 13:02:00,2025-08-25 13:02:00,SKU_电_019,电子商品20,电子,1,311.52,311.52,33.26,278.26,已完成,浙江,True,
微20250825049676,2025-08-25 19:43:00,2025-08-25 19:43:00,SKU_电_007,电子商品32,电子,2,373.75,747.5,74.3,673.2,已完成,四川,True,
微20250825049677,2025-08-25 14:57:00,2025-08-25 14:57:00,SKU_电_018,电子商品10,电子,1,330.52,330.52,33.06,297.46,已完成,上海,False,满200减30
微20250825049680,2025-08-25 10:19:00,2025-08-25 10:19:00,SKU_电_013,电子商品38,电子,2,331.3,662.6,62.95,599.65,已取消,四川,True,
微20250825049681,2025-08-25 18:07:00,2025-08-25 18:07:00,SKU_电_005,电子商品25,电子,2,293.59,587.18,55.64,531.54,已取消,山东,True,
微20250825049685,2025-08-25 22:28:00,2025-08-25 22:28:00,SKU_服_001,服装商品44,服装,3,159.52,478.56,8.61,469.95,已取消,山东,True,
微20250825049686,2025-08-25 10:29:00,2025-08-25 10:29:00,SKU_服_018,服装商品35,服装,1,158.09,158.09,16.54,141.55,已取消,江苏,True,
微20250825049687,2025-08-25 21:13:00,2025-08-25 21:13:00,SKU_服_018,服装商品49,服装,1,182.14,182.14,16.61,165.53,已完成,江苏,False,满200减30
微20250825049688,2025-08-25 20:12:00,2025-08-25 20:12:00,SKU_服_003,服装商品12,服装,3,162.84,488.52,13.54,474.98,已完成,山东,False,
微20250825049689,2025-08-25 09:36:00,2025-08-25 09:36:00,SKU_服_017,服装商品4,服装,2,155.23,310.46,9.9,300.56,已完成,湖北,False,
微20250825049692,2025-08-25 11:57:00,2025-08-25 11:57:00,SKU_服_002,服装商品29,服装,2,159.86,319.72,15.83,303.89,待发货,四川,False,
微20250825049694,2025-08-25 18:33:00,2025-08-25 18:33:00,SKU_服_010,服装商品6,服装,1,158.23,158.23,0.75,157.48,已完成,上海,False,品类优惠券
微20250825049695,2025-08-25 09:39:00,2025-08-25 09:39:00,SKU_服_015,服装商品37,服装,2,173.34,346.68,24.91,321.77,已取消,广东,True,
微20250825049697,2025-08-25 22:29:00,2025-08-25 22:29:00,SKU_服_003,服装商品35,服装,2,156.41,312.82,39.53,273.29,已完成,山东,True,
微20250825049701,2025-08-25 11:09:00,2025-08-25 11:09:00,SKU_服_004,服装商品49,服装,1,171.19,171.19,3.48,167.71,已完成,湖北,False,
微20250826050420,2025-08-26 09:02:00,2025-08-26 09:02:00,SKU_美_004,美妆商品4,美妆,1,139.37,139.37,19.65,119.72,已完成,四川,False,
微20250826050423,2025-08-26 18:17:00,2025-08-26 18:17:00,SKU_美_018,美妆商品38,美妆,3,126.87,380.61,44.98,335.63,已完成,广东,False,满200减30
微20250826050424,2025-08-26 22:01:00,2025-08-26 22:01:00,SKU_美_017,美妆商品6,美妆,1,140.88,140.88,4.26,136.62,已取消,浙江,True,
微20250826050426,2025-08-26 11:53:00,,SKU_美_008,美妆商品35,美妆,2,140.2,280.4,41.56,238.84,已完成,山东,True,
微20250826050427,2025-08-26 12:47:00,2025-08-26 12:47:00,SKU_美_005,美妆商品23,美妆,1,152.63,152.63,8.57,144.06,已取消,山东,True,
微20250826050432,2025-08-26 11:06:00,2025-08-26 11:06:00,SKU_美_013,美妆商品41,美妆,1,123.49,123.49,16.73,106.76,已取消,江苏,True,
微20250826050433,2025-08-26 21:15:00,2025-08-26 21:15:00,SKU_美_019,美妆商品36,美妆,1,138.39,138.39,15.08,123.31,已完成,浙江,False,品类优惠券
微20250826050435,2025-08-26 18:08:00,2025-08-26 18:08:00,SKU_美_019,美妆商品1,美妆,2,130.94,261.88,13.64,248.24,已完成,山东,True,
微20250826050437,2025-08-26 18:27:00,2025-08-26 18:27:00,SKU_美_007,美妆商品3,美妆,1,107.75,107.75,3.03,104.72,已取消,浙江,True,
微20250826050438,2025-08-26 17:23:00,2025-08-26 17:23:00,SKU_美_019,美妆商品47,美妆,2,148.26,296.52,26.07,270.45,待发货,山东,False,品类优惠券
微20250826050439,2025-08-26 15:11:00,2025-08-26 15:11:00,SKU_美_007,美妆商品22,美妆,1,147.87,147.87,14.73,133.14,已取消,湖北,True,
微20250826050443,2025-08-26 20:09:00,2025-08-26 20:09:00,SKU_美_002,美妆商品19,美妆,1,129.23,129.23,11.83,117.4,已完成,浙江,False,品类优惠券
微20250826050445,2025-08-26 14:47:00,2025-08-26 14:47:00,SKU_美_013,美妆商品23,美妆,2,141.31,282.62,35.82,246.8,已完成,四川,False,
微20250826050449,2025-08-26 21:09:00,2025-08-26 21:09:00,SKU_美_010,美妆商品27,美妆,1,159.47,159.47,10.29,149.18,已完成,湖北,True,
微20250826050452,2025-08-26 22:54:00,2025-08-26 22:54:00,SKU_美_010,美妆商品13,美妆,3,141.37,424.11,3.94,420.17,已取消,四川,True,
微20250826050455,2025-08-26 14:47:00,,SKU_食_007,食品商品34,食品,1,62.31,62.31,3.12,59.19,已取消,四川,False,品类优惠券
微20250826050456,2025-08-26 21:19:00,2025-08-26 21:19:00,SKU_食_011,食品商品39,食品,3,58.3,174.9,19.84,155.06,已取消,北京,True,
微20250826050461,2025-08-26 09:16:00,,SKU_食_007,食品商品13,食品,1,60.1,60.1,2.35,57.75,已取消,四川,False,品类优惠券
微20250826050462,2025-08-26 20:32:00,2025-08-26 20:32:00,SKU_食_005,食品商品18,食品,2,51.27,102.54,3.12,99.42,已取消,广东,True,
微20250826050466,2025-08-26 17:06:00,2025-08-26 17:06:00,SKU_食_015,食品商品25,食品,3,57.63,172.89,9.57,163.32,已完成,上海,False,
微20250826050467,2025-08-26 22:57:00,2025-08-26 22:57:00,SKU_食_005,食品商品3,食品,1,57.27,57.27,7.53,49.74,已取消,江苏,True,
微20250826050470,2025-08-26 09:42:00,2025-08-26 09:42:00,SKU_食_008,食品商品5,食品,1,56.06,56.06,5.3,50.76,已完成,北京,False,品类优惠券
微20250826050471,2025-08-26 10:50:00,2025-08-26 10:50:00,SKU_食_009,食品商品48,食品,3,52.93,158.79,19.12,139.67,已完成,广东,False,
微20250826050473,2025-08-26 17:01:00,2025-08-26 17:01:00,SKU_食_003,食品商品11,食品,3,56.43,169.29,9.59,159.7,已取消,江苏,True,
微20250826050476,2025-08-26 22:56:00,2025-08-26 22:56:00,SKU_食_005,食品商品38,食品,3,63.63,190.89,15.04,175.85,已取消,湖北,True,
微20250826050477,2025-08-26 22:23:00,2025-08-26 22:23:00,SKU_食_001,食品商品1,食品,1,54.75,54.75,1.82,52.93,已完成,浙江,True,
微20250826050478,2025-08-26 17:10:00,2025-08-26 17:10:00,SKU_食_004,食品商品49,食品,1,57.28,57.28,0.74,56.54,已完成,北京,False,
微20250826050483,2025-08-26 13:18:00,2025-08-26 13:18:00,SKU_食_004,食品商品10,食品,1,63.19,63.19,3.17,60.02,已完成,湖北,True,
微20250826050487,2025-08-26 21:38:00,2025-08-26 21:38:00,SKU_食_001,食品商品19,食品,1,54.07,54.07,2.11,51.96,已完成,湖北,False,新人首单立减20
微20250826050490,2025-08-26 13:49:00,2025-08-26 13:49:00,SKU_电_004,电子商品40,电子,1,291.17,291.17,30.19,260.98,待发货,湖北,False,满200减30
微20250826050491,2025-08-26 22:58:00,2025-08-26 22:58:00,SKU_电_015,电子商品43,电子,3,284.22,852.66,91.48,761.18,已完成,上海,False,新人首单立减20
微20250826050492,2025-08-26 08:37:00,2025-08-26 08:37:00,SKU_电_007,电子商品23,电子,1,319.4,319.4,37.11,282.29,已完成,湖北,True,
微20250826050499,2025-08-26 11:39:00,2025-08-26 11:39:00,SKU_服_010,服装商品6,服装,3,173.62,520.86,38.99,481.87,已取消,广东,True,
微20250826050501,2025-08-26 18:05:00,2025-08-26 18:05:00,SKU_服_017,服装商品25,服装,3,194.6,583.8,19.68,564.12,已完成,上海,True,
微20250826050502,2025-08-26 09:42:00,2025-08-26 09:42:00,SKU_服_002,服装商品35,服装,1,159.32,159.32,14.42,144.9,已完成,浙江,False,
微20250826050503,2025-08-26 18:21:00,2025-08-26 18:21:00,SKU_服_009,服装商品3,服装,2,144.43,288.86,9.83,279.03,已取消,广东,True,
微20250826050504,2025-08-26 11:57:00,,SKU_服_014,服装商品16,服装,2,165.49,330.98,46.85,284.13,已完成,湖北,True,
微20250826050505,2025-08-26 10:12:00,2025-08-26 10:12:00,SKU_服_014,服装商品11,服装,3,173.62,520.86,64.53,456.33,已完成,江苏,False,品类优惠券
微20250826050507,2025-08-26 15:53:00,2025-08-26 15:53:00,SKU_服_017,服装商品46,服装,3,151.56,454.68,15.63,439.05,已完成,湖北,False,
微20250826050508,2025-08-26 10:21:00,2025-08-26 10:21:00,SKU_服_012,服装商品3,服装,1,197.31,197.31,8.92,188.39,已完成,山东,False,品类优惠券
微20250826050509,2025-08-26 20:02:00,2025-08-26 20:02:00,SKU_服_006,服装商品41,服装,2,168.17,336.34,18.82,317.52,已完成,湖北,True,
微20250826050510,2025-08-26 13:53:00,2025-08-26 13:53:00,SKU_服_003,服装商品47,服装,2,154.23,308.46,7.67,300.79,已取消,广东,True,
微20250827051224,2025-08-27 11:38:00,2025-08-27 11:38:00,SKU_美_004,美妆商品49,美妆,2,138.53,277.06,34.17,242.89,已取消,浙江,True,
微20250827051225,2025-08-27 19:41:00,2025-08-27 19:41:00,SKU_美_003,美妆商品8,美妆,3,121.41,364.23,50.97,313.26,已完成,湖北,True,
微20250827051226,2025-08-27 17:04:00,2025-08-27 17:04:00,SKU_美_001,美妆商品17,美妆,1,137.46,137.46,1.14,136.32,已取消,上海,True,
微20250827051232,2025-08-27 13:03:00,2025-08-27 13:03:00,SKU_美_019,美妆商品22,美妆,3,138.19,414.57,2.16,412.41,待发货,广东,False,
微20250827051237,2025-08-27 10:03:00,2025-08-27 10:03:00,SKU_美_013,美妆商品24,美妆,1,126.28,126.28,16.71,109.57,已完成,上海,True,
微20250827051238,2025-08-27 21:46:00,2025-08-27 21:46:00,SKU_美_010,美妆商品29,美妆,3,150.04,450.12,51.07,399.05,已完成,江苏,False,
微20250827051239,2025-08-27 18:10:00,2025-08-27 18:10:00,SKU_美_013,美妆商品37,美妆,1,133.6,133.6,5.84,127.76,已完成,北京,True,
微20250827051241,2025-08-27 10:11:00,2025-08-27 10:11:00,SKU_美_007,美妆商品8,美妆,2,144.77,289.54,25.51,264.03,已完成,山东,True,
微20250827051244,2025-08-27 17:02:00,2025-08-27 17:02:00,SKU_美_003,美妆商品36,美妆,3,152.05,456.15,28.26,427.89,已完成,山东,False,
微20250827051248,2025-08-27 08:45:00,2025-08-27 08:45:00,SKU_美_001,美妆商品10,美妆,3,130.24,390.72,53.39,337.33,已取消,上海,True,
微20250827051250,2025-08-27 08:50:00,2025-08-27 08:50:00,SKU_美_013,美妆商品9,美妆,2,155.4,310.8,3.06,307.74,已取消,江苏,True,
微20250827051252,2025-08-27 12:37:00,2025-08-27 12:37:00,SKU_美_002,美妆商品43,美妆,1,145.34,145.34,16.16,129.18,已完成,北京,False,
微20250827051253,2025-08-27 13:33:00,2025-08-27 13:33:00,SKU_美_015,美妆商品25,美妆,2,142.77,285.54,25.35,260.19,已完成,上海,False,
微20250827051254,2025-08-27 16:20:00,2025-08-27 16:20:00,SKU_美_016,美妆商品6,美妆,1,123.76,123.76,0.11,123.65,已完成,浙江,False,
微20250827051256,2025-08-27 19:02:00,2025-08-27 19:02:00,SKU_食_018,食品商品23,食品,1,58.81,58.81,4.99,53.82,已取消,上海,True,
微20250827051257,2025-08-27 22:24:00,2025-08-27 22:24:00,SKU_食_017,食品商品2,食品,2,58.36,116.72,5.97,110.75,待发货,湖北,False,新人首单立减20
微20250827051258,2025-08-27 10:49:00,2025-08-27 10:49:00,SKU_食_007,食品商品20,食品,1,66.0,66.0,4.48,61.52,已完成,广东,False,
微20250827051259,2025-08-27 15:19:00,2025-08-27 15:19:00,SKU_食_008,食品商品30,食品,3,70.05,210.15,26.82,183.33,已完成,广东,False,
微20250827051260,2025-08-27 13:48:00,2025-08-27 13:48:00,SKU_食_006,食品商品5,食品,1,58.63,58.63,5.29,53.34,已取消,湖北,True,
微20250827051263,2025-08-27 14:17:00,,SKU_食_010,食品商品37,食品,2,58.56,117.12,9.55,107.57,已取消,广东,False,品类优惠券
微20250827051264,2025-08-27 19:21:00,2025-08-27 19:21:00,SKU_食_010,食品商品14,食品,2,65.62,131.24,11.36,119.88,待发货,湖北,False,满200减30
微20250827051265,2025-08-27 22:29:00,2025-08-27 22:29:00,SKU_食_018,食品商品47,食品,1,53.6,53.6,4.21,49.39,已取消,山东,True,
微20250827051267,2025-08-27 19:43:00,2025-08-27 19:43:00,SKU_食_010,食品商品30,食品,3,56.71,170.13,2.88,167.25,已完成,山东,False,新人首单立减20
微20250827051269,2025-08-27 20:02:00,2025-08-27 20:02:00,SKU_食_006,食品商品8,食品,2,54.7,109.4,14.53,94.87,已完成,上海,True,
微20250827051272,2025-08-27 20:08:00,,SKU_食_005,食品商品49,食品,1,63.17,63.17,4.52,58.65,已取消,江苏,True,
微20250827051273,2025-08-27 19:40:00,2025-08-27 19:40:00,SKU_食_017,食品商品28,食品,2,59.32,118.64,3.84,114.8,已完成,上海,True,
微20250827051275,2025-08-27 19:46:00,2025-08-27 19:46:00,SKU_食_003,食品商品42,食品,2,65.9,131.8,3.42,128.38,待发货,江苏,False,新人首单立减20
微20250827051277,2025-08-27 15:29:00,,SKU_食_014,食品商品15,食品,1,59.98,59.98,8.75,51.23,已取消,上海,False,
微20250827051280,2025-08-27 15:03:00,2025-08-27 15:03:00,SKU_食_011,食品商品44,食品,2,59.34,118.68,14.06,104.62,已完成,四川,False,满200减30
微20250827051282,2025-08-27 16:26:00,2025-08-27 16:26:00,SKU_食_003,食品商品9,食品,1,57.9,57.9,2.61,55.29,已完成,上海,False,
微20250827051283,2025-08-27 08:52:00,,SKU_食_003,食品商品40,食品,1,53.87,53.87,0.67,53.2,已取消,四川,False,
微20250827051285,2025-08-27 11:13:00,2025-08-27 11:13:00,SKU_食_010,食品商品12,食品,1,54.61,54.61,4.44,50.17,已完成,浙江,True,
微20250827051287,2025-08-27 08:57:00,,SKU_食_005,食品商品31,食品,2,55.35,110.7,13.32,97.38,已取消,广东,False,
微20250827051289,2025-08-27 21:02:00,2025-08-27 21:02:00,SKU_电_009,电子商品13,电子,1,311.91,311.91,13.73,298.18,已完成,江苏,False,新人首单立减20
微20250827051290,2025-08-27 12:54:00,2025-08-27 12:54:00,SKU_电_018,电子商品4,电子,3,332.22,996.66,11.18,985.48,已完成,四川,False,
微20250827051291,2025-08-27 13:36:00,2025-08-27 13:36:00,SKU_电_019,电子商品28,电子,1,310.85,310.85,40.73,270.12,待发货,山东,False,满200减30
微20250827051292,2025-08-27 12:10:00,,SKU_电_019,电子商品1,电子,3,340.81,1022.43,88.44,933.99,已取消,江苏,True,
微20250827051295,2025-08-27 22:25:00,2025-08-27 22:25:00,SKU_电_006,电子商品40,电子,3,338.75,1016.25,51.37,964.88,已取消,浙江,True,
微20250827051298,2025-08-27 13:07:00,2025-08-27 13:07:00,SKU_服_003,服装商品10,服装,1,166.44,166.44,2.32,164.12,已完成,北京,False,
微20250827051299,2025-08-27 16:37:00,2025-08-27 16:37:00,SKU_服_011,服装商品18,服装,1,174.3,174.3,16.17,158.13,已取消,湖北,True,
微20250827051304,2025-08-27 09:09:00,2025-08-27 09:09:00,SKU_服_005,服装商品42,服装,2,151.77,303.54,12.86,290.68,已取消,湖北,True,
微20250827051309,2025-08-27 08:42:00,2025-08-27 08:42:00,SKU_服_016,服装商品25,服装,2,142.65,285.3,31.06,254.24,已取消,北京,True,
微20250827051312,2025-08-27 08:11:00,2025-08-27 08:11:00,SKU_服_005,服装商品32,服装,1,156.71,156.71,6.78,149.93,已取消,四川,True,
微20250827051313,2025-08-27 10:08:00,2025-08-27 10:08:00,SKU_服_006,服装商品32,服装,1,190.16,190.16,19.84,170.32,已完成,广东,True,
微20250828052079,2025-08-28 15:04:00,2025-08-28 15:04:00,SKU_美_005,美妆商品47,美妆,1,154.03,154.03,14.54,139.49,已完成,广东,False,满200减30
微20250828052080,2025-08-28 17:13:00,2025-08-28 17:13:00,SKU_美_005,美妆商品10,美妆,3,149.75,449.25,35.89,413.36,已取消,山东,True,
微20250828052081,2025-08-28 12:46:00,2025-08-28 12:46:00,SKU_美_013,美妆商品1,美妆,1,133.47,133.47,0.06,133.41,已完成,湖北,False,新人首单立减20
微20250828052082,2025-08-28 19:00:00,2025-08-28 19:00:00,SKU_美_002,美妆商品43,美妆,2,154.72,309.44,36.35,273.09,已完成,浙江,False,
微20250828052083,2025-08-28 14:15:00,2025-08-28 14:15:00,SKU_美_018,美妆商品20,美妆,2,139.55,279.1,23.03,256.07,已完成,江苏,False,新人首单立减20
微20250828052085,2025-08-28 14:12:00,2025-08-28 14:12:00,SKU_美_007,美妆商品47,美妆,1,144.59,144.59,17.58,127.01,已完成,上海,True,
微20250828052086,2025-08-28 10:33:00,2025-08-28 10:33:00,SKU_美_018,美妆商品23,美妆,2,122.99,245.98,8.43,237.55,已完成,浙江,False,满200减30
微20250828052088,2025-08-28 17:36:00,2025-08-28 17:36:00,SKU_美_003,美妆商品37,美妆,1,120.74,120.74,13.96,106.78,已完成,浙江,False,品类优惠券
微20250828052089,2025-08-28 22:25:00,2025-08-28 22:25:00,SKU_美_005,美妆商品32,美妆,2,139.6,279.2,18.27,260.93,已取消,广东,True,
微20250828052090,2025-08-28 20:56:00,2025-08-28 20:56:00,SKU_美_005,美妆商品7,美妆,3,129.91,389.73,23.88,365.85,已完成,上海,True,
微20250828052093,2025-08-28 18:05:00,2025-08-28 18:05:00,SKU_美_013,美妆商品4,美妆,2,136.9,273.8,24.52,249.28,已完成,广东,True,
微20250828052096,2025-08-28 20:44:00,2025-08-28 20:44:00,SKU_美_005,美妆商品15,美妆,1,136.62,136.62,1.1,135.52,已取消,广东,True,
微20250828052097,2025-08-28 18:27:00,2025-08-28 18:27:00,SKU_美_015,美妆商品22,美妆,3,111.62,334.86,27.14,307.72,已取消,广东,True,
微20250828052100,2025-08-28 19:46:00,2025-08-28 19:46:00,SKU_美_018,美妆商品5,美妆,2,119.03,238.06,19.75,218.31,已完成,湖北,True,
微20250828052102,2025-08-28 08:32:00,2025-08-28 08:32:00,SKU_美_014,美妆商品14,美妆,1,128.37,128.37,9.05,119.32,已取消,上海,True,
微20250828052104,2025-08-28 14:53:00,2025-08-28 14:53:00,SKU_美_011,美妆商品29,美妆,2,127.81,255.62,13.22,242.4,待发货,北京,False,
微20250828052109,2025-08-28 08:31:00,2025-08-28 08:31:00,SKU_美_008,美妆商品33,美妆,1,136.41,136.41,4.22,132.19,已取消,山东,True,
微20250828052111,2025-08-28 19:41:00,2025-08-28 19:41:00,SKU_美_011,美妆商品20,美妆,2,141.18,282.36,8.66,273.7,已完成,湖北,True,
微20250828052114,2025-08-28 18:52:00,2025-08-28 18:52:00,SKU_食_007,食品商品5,食品,3,57.94,173.82,21.34,152.48,已完成,广东,False,
微20250828052116,2025-08-28 10:43:00,2025-08-28 10:43:00,SKU_食_015,食品商品14,食品,3,47.61,142.83,19.73,123.1,已完成,湖北,False,
微20250828052120,2025-08-28 12:21:00,2025-08-28 12:21:00,SKU_食_012,食品商品14,食品,1,57.93,57.93,7.19,50.74,已取消,北京,True,
微20250828052122,2025-08-28 22:05:00,2025-08-28 22:05:00,SKU_食_013,食品商品42,食品,1,54.58,54.58,2.95,51.63,已完成,北京,True,
微20250828052123,2025-08-28 22:00:00,2025-08-28 22:00:00,SKU_食_007,食品商品6,食品,1,55.53,55.53,8.18,47.35,已取消,山东,True,
微20250828052126,2025-08-28 20:25:00,2025-08-28 20:25:00,SKU_食_013,食品商品17,食品,2,56.6,113.2,5.0,108.2,已取消,山东,True,
微20250828052127,2025-08-28 19:02:00,2025-08-28 19:02:00,SKU_食_014,食品商品46,食品,2,70.61,141.22,12.03,129.19,已取消,湖北,True,
微20250828052131,2025-08-28 18:44:00,,SKU_食_004,食品商品3,食品,1,56.04,56.04,6.43,49.61,已取消,江苏,True,
微20250828052136,2025-08-28 22:45:00,2025-08-28 22:45:00,SKU_食_001,食品商品1,食品,3,56.46,169.38,5.5,163.88,已完成,湖北,True,
微20250828052138,2025-08-28 12:51:00,2025-08-28 12:51:00,SKU_食_005,食品商品18,食品,1,64.11,64.11,0.49,63.62,待发货,上海,False,
微20250828052143,2025-08-28 14:36:00,2025-08-28 14:36:00,SKU_食_008,食品商品21,食品,1,56.03,56.03,3.4,52.63,已取消,上海,True,
微20250828052145,2025-08-28 14:54:00,2025-08-28 14:54:00,SKU_食_002,食品商品17,食品,1,62.82,62.82,3.57,59.25,已完成,广东,False,新人首单立减20
