退款单号,订单编号,申请时间,商品编码,商品名称,品类,refund_type,退款原因,退款金额,退款状态
RF20250819006695,京20250819998766,2025-08-19 20:43:00,SKU_美_008,美妆商品11,美妆,退货退款,物流太慢,155.27,已完成
RF20250819006696,京20250819506027,2025-08-19 10:08:00,SKU_美_005,美妆商品14,美妆,仅退款,物流太慢,157.08,已完成
RF20250819006697,京20250819932474,2025-08-19 15:47:00,SKU_美_007,美妆商品1,美妆,仅退款,物流太慢,132.99,已完成
RF20250819006698,京20250819069585,2025-08-19 18:01:00,SKU_食_006,食品商品18,食品,仅退款,质量问题,57.55,已完成
RF20250819006699,京20250819710915,2025-08-19 14:40:00,SKU_食_008,食品商品14,食品,退货退款,物流太慢,58.03,已完成
RF20250819006700,京20250819284819,2025-08-19 09:56:00,SKU_食_008,食品商品5,食品,退货退款,物流太慢,62.9,处理中
RF20250819006701,京20250819096823,2025-08-19 17:01:00,SKU_食_002,食品商品2,食品,退货退款,物流太慢,44.07,已完成
RF20250819006702,京20250819965647,2025-08-19 16:43:00,SKU_食_007,食品商品7,食品,仅退款,物流太慢,45.07,处理中
RF20250819006703,京20250819740222,2025-08-19 08:46:00,SKU_食_009,食品商品3,食品,退货退款,不想要了,42.96,已完成
RF20250819006704,京20250819613543,2025-08-19 17:34:00,SKU_食_008,食品商品5,食品,退货退款,不想要了,63.09,处理中
RF20250819006705,京20250819818134,2025-08-19 14:08:00,SKU_食_007,食品商品14,食品,退货退款,物流太慢,52.15,已完成
RF20250819006706,京20250819852572,2025-08-19 11:04:00,SKU_电_003,电子商品4,电子,退货退款,物流太慢,495.73,已完成
RF20250819006707,京20250819315639,2025-08-19 14:06:00,SKU_电_006,电子商品3,电子,仅退款,物流太慢,452.88,已完成
RF20250819006708,京20250819409520,2025-08-19 10:22:00,SKU_电_008,电子商品12,电子,仅退款,物流太慢,395.91,已完成
RF20250819006709,京20250819036964,2025-08-19 18:11:00,SKU_电_009,电子商品18,电子,仅退款,物流太慢,450.3,已完成
RF20250819006710,京20250819495665,2025-08-19 20:23:00,SKU_电_006,电子商品8,电子,仅退款,不想要了,432.31,已完成
RF20250819006711,京20250819523105,2025-08-19 19:55:00,SKU_电_003,电子商品15,电子,仅退款,物流太慢,458.92,已完成
RF20250819006712,京20250819966252,2025-08-19 18:22:00,SKU_电_009,电子商品10,电子,仅退款,物流太慢,489.91,已拒绝
RF20250819006713,京20250819979942,2025-08-19 08:06:00,SKU_电_003,电子商品17,电子,仅退款,尺码不合适,428.15,处理中
RF20250819006714,京20250819529752,2025-08-19 20:29:00,SKU_电_002,电子商品2,电子,退货退款,尺码不合适,402.8,已完成
RF20250819006715,京20250819372493,2025-08-19 12:41:00,SKU_电_003,电子商品13,电子,退货退款,物流太慢,515.09,已完成
RF20250819006716,京20250819277318,2025-08-19 15:29:00,SKU_电_003,电子商品6,电子,退货退款,与描述不符,388.09,已完成
RF20250819006717,京20250819384108,2025-08-19 10:12:00,SKU_电_006,电子商品8,电子,仅退款,质量问题,471.1,已完成
RF20250819006718,京20250819877760,2025-08-19 14:06:00,SKU_电_001,电子商品18,电子,退货退款,物流太慢,385.98,已完成
RF20250819006719,京20250819334470,2025-08-19 08:20:00,SKU_服_004,服装商品19,服装,仅退款,物流太慢,235.08,处理中
RF20250819006720,京20250819050121,2025-08-19 08:51:00,SKU_服_006,服装商品6,服装,仅退款,物流太慢,217.88,已完成
RF20250819006721,京20250819899341,2025-08-19 16:57:00,SKU_服_008,服装商品6,服装,退货退款,物流太慢,215.5,已完成
RF20250819006722,京20250819291358,2025-08-19 15:42:00,SKU_服_002,服装商品4,服装,退货退款,物流太慢,152.36,已拒绝
RF20250819006723,京20250819657143,2025-08-19 20:09:00,SKU_服_007,服装商品6,服装,退货退款,物流太慢,243.79,已拒绝
RF20250820006827,京20250820679809,2025-08-20 14:05:00,SKU_美_003,美妆商品11,美妆,仅退款,与描述不符,162.92,已完成
RF20250820006828,京20250820258640,2025-08-20 17:04:00,SKU_美_001,美妆商品12,美妆,仅退款,与描述不符,142.94,已完成
RF20250820006829,京20250820484733,2025-08-20 20:26:00,SKU_美_005,美妆商品7,美妆,仅退款,物流太慢,174.24,处理中
RF20250820006830,京20250820883773,2025-08-20 20:06:00,SKU_美_007,美妆商品9,美妆,仅退款,物流太慢,121.87,已完成
RF20250820006831,京20250820164726,2025-08-20 12:58:00,SKU_食_004,食品商品14,食品,退货退款,与描述不符,49.57,处理中
RF20250820006832,京20250820198242,2025-08-20 17:48:00,SKU_食_005,食品商品12,食品,退货退款,物流太慢,50.41,已完成
RF20250820006833,京20250820363364,2025-08-20 20:30:00,SKU_食_009,食品商品17,食品,退货退款,物流太慢,59.24,已完成
RF20250820006834,京20250820671339,2025-08-20 12:47:00,SKU_食_001,食品商品10,食品,退货退款,物流太慢,53.52,已完成
RF20250820006835,京20250820898023,2025-08-20 11:38:00,SKU_食_009,食品商品19,食品,退货退款,物流太慢,46.94,已完成
RF20250820006836,京20250820971917,2025-08-20 16:02:00,SKU_食_002,食品商品12,食品,退货退款,尺码不合适,37.22,已拒绝
RF20250820006837,京20250820050629,2025-08-20 08:53:00,SKU_食_006,食品商品19,食品,退货退款,与描述不符,59.38,已完成
RF20250820006838,京20250820838821,2025-08-20 12:02:00,SKU_食_001,食品商品9,食品,仅退款,物流太慢,63.22,处理中
RF20250820006839,京20250820608868,2025-08-20 20:22:00,SKU_食_005,食品商品6,食品,退货退款,物流太慢,51.95,已完成
RF20250820006840,京20250820856960,2025-08-20 16:28:00,SKU_食_006,食品商品10,食品,退货退款,物流太慢,48.64,已完成
RF20250820006841,京20250820941818,2025-08-20 17:47:00,SKU_食_009,食品商品8,食品,仅退款,与描述不符,48.94,已完成
RF20250820006842,京20250820998985,2025-08-20 17:28:00,SKU_食_001,食品商品13,食品,仅退款,与描述不符,59.75,已完成
RF20250820006843,京20250820307511,2025-08-20 18:42:00,SKU_食_004,食品商品19,食品,退货退款,物流太慢,59.97,已完成
RF20250820006844,京20250820969155,2025-08-20 12:23:00,SKU_食_002,食品商品3,食品,退货退款,物流太慢,53.48,处理中
RF20250820006845,京20250820406852,2025-08-20 18:45:00,SKU_电_004,电子商品15,电子,退货退款,物流太慢,460.18,已完成
RF20250820006846,京20250820662662,2025-08-20 21:32:00,SKU_电_007,电子商品7,电子,退货退款,物流太慢,450.36,已完成
RF20250820006847,京20250820281239,2025-08-20 08:25:00,SKU_电_008,电子商品8,电子,退货退款,物流太慢,437.67,已完成
RF20250820006848,京20250820729938,2025-08-20 12:53:00,SKU_电_005,电子商品8,电子,退货退款,物流太慢,331.1,处理中
RF20250820006849,京20250820688918,2025-08-20 18:30:00,SKU_电_004,电子商品3,电子,退货退款,物流太慢,369.18,已完成
RF20250820006850,京20250820118267,2025-08-20 09:05:00,SKU_电_009,电子商品4,电子,仅退款,物流太慢,398.36,已完成
RF20250820006851,京20250820854297,2025-08-20 15:35:00,SKU_电_001,电子商品12,电子,退货退款,质量问题,385.79,已完成
RF20250820006852,京20250820805158,2025-08-20 20:36:00,SKU_电_003,电子商品12,电子,仅退款,物流太慢,343.19,已完成
RF20250820006853,京20250820335262,2025-08-20 15:19:00,SKU_电_001,电子商品3,电子,退货退款,物流太慢,370.7,已拒绝
RF20250820006854,京20250820134386,2025-08-20 15:32:00,SKU_电_005,电子商品12,电子,仅退款,物流太慢,450.82,已完成
RF20250820006855,京20250820687327,2025-08-20 17:25:00,SKU_电_009,电子商品19,电子,退货退款,物流太慢,357.87,已完成
RF20250820006856,京20250820085927,2025-08-20 18:16:00,SKU_电_008,电子商品17,电子,退货退款,物流太慢,415.89,已完成
RF20250820006857,京20250820511789,2025-08-20 14:44:00,SKU_电_008,电子商品8,电子,退货退款,物流太慢,498.16,已拒绝
RF20250820006858,京20250820530148,2025-08-20 18:28:00,SKU_电_001,电子商品7,电子,仅退款,尺码不合适,412.82,处理中
RF20250820006859,京20250820839784,2025-08-20 12:56:00,SKU_电_004,电子商品11,电子,退货退款,物流太慢,500.17,已完成
RF20250820006860,京20250820480208,2025-08-20 08:55:00,SKU_服_005,服装商品9,服装,仅退款,物流太慢,207.53,已完成
RF20250820006861,京20250820740576,2025-08-20 20:10:00,SKU_服_005,服装商品5,服装,仅退款,不想要了,132.73,已完成
RF20250820006862,京20250820853097,2025-08-20 11:39:00,SKU_服_008,服装商品7,服装,仅退款,物流太慢,190.5,已完成
RF20250820006863,京20250820108829,2025-08-20 21:48:00,SKU_服_004,服装商品9,服装,仅退款,与描述不符,162.2,已完成
RF20250820006864,京20250820763411,2025-08-20 19:49:00,SKU_服_005,服装商品1,服装,仅退款,物流太慢,217.72,已完成
RF20250820006865,京20250820734362,2025-08-20 17:07:00,SKU_服_007,服装商品4,服装,仅退款,物流太慢,190.65,已完成
RF20250821006967,京20250821942343,2025-08-21 16:12:00,SKU_美_006,美妆商品11,美妆,退货退款,物流太慢,127.68,已完成
RF20250821006968,京20250821557820,2025-08-21 21:01:00,SKU_美_005,美妆商品15,美妆,退货退款,物流太慢,116.22,已完成
RF20250821006969,京20250821644340,2025-08-21 20:55:00,SKU_美_009,美妆商品15,美妆,退货退款,质量问题,160.01,已完成
RF20250821006970,京20250821688458,2025-08-21 15:00:00,SKU_美_001,美妆商品10,美妆,仅退款,物流太慢,128.39,处理中
RF20250821006971,京20250821026987,2025-08-21 12:38:00,SKU_美_007,美妆商品10,美妆,仅退款,物流太慢,153.41,处理中
RF20250821006972,京20250821512327,2025-08-21 08:16:00,SKU_美_003,美妆商品16,美妆,仅退款,物流太慢,140.46,已拒绝
RF20250821006973,京20250821958134,2025-08-21 18:33:00,SKU_美_007,美妆商品5,美妆,退货退款,物流太慢,124.15,已完成
RF20250821006974,京20250821041314,2025-08-21 15:01:00,SKU_美_002,美妆商品14,美妆,仅退款,不想要了,154.35,处理中
RF20250821006975,京20250821621743,2025-08-21 08:34:00,SKU_食_009,食品商品14,食品,退货退款,物流太慢,52.07,已完成
RF20250821006976,京20250821309909,2025-08-21 19:32:00,SKU_食_006,食品商品14,食品,退货退款,物流太慢,54.18,已完成
RF20250821006977,京20250821085959,2025-08-21 19:02:00,SKU_食_006,食品商品4,食品,退货退款,尺码不合适,56.65,已完成
RF20250821006978,京20250821378040,2025-08-21 19:55:00,SKU_食_009,食品商品10,食品,退货退款,物流太慢,58.39,已完成
RF20250821006979,京20250821530152,2025-08-21 12:42:00,SKU_食_001,食品商品9,食品,退货退款,质量问题,65.8,处理中
RF20250821006980,京20250821668049,2025-08-21 17:44:00,SKU_食_009,食品商品14,食品,退货退款,不想要了,56.95,已完成
RF20250821006981,京20250821237023,2025-08-21 12:03:00,SKU_食_006,食品商品1,食品,仅退款,物流太慢,45.21,已完成
RF20250821006982,京20250821113812,2025-08-21 17:53:00,SKU_电_002,电子商品18,电子,退货退款,物流太慢,429.27,已完成
RF20250821006983,京20250821782074,2025-08-21 11:20:00,SKU_电_002,电子商品12,电子,仅退款,物流太慢,509.52,处理中
RF20250821006984,京20250821623399,2025-08-21 20:08:00,SKU_电_001,电子商品15,电子,退货退款,物流太慢,379.81,已完成
RF20250821006985,京20250821266805,2025-08-21 10:29:00,SKU_电_009,电子商品16,电子,退货退款,不想要了,389.54,已完成
RF20250821006986,京20250821010908,2025-08-21 11:21:00,SKU_电_002,电子商品5,电子,退货退款,物流太慢,465.33,已完成
RF20250821006987,京20250821644727,2025-08-21 08:39:00,SKU_电_002,电子商品15,电子,仅退款,质量问题,439.61,已完成
RF20250821006988,京20250821812296,2025-08-21 09:36:00,SKU_电_007,电子商品6,电子,仅退款,物流太慢,416.34,已完成
RF20250821006989,京20250821347548,2025-08-21 09:50:00,SKU_电_004,电子商品9,电子,仅退款,尺码不合适,463.34,已完成
RF20250821006990,京20250821475805,2025-08-21 15:01:00,SKU_电_004,电子商品15,电子,退货退款,物流太慢,497.71,已完成
RF20250821006991,京20250821207458,2025-08-21 09:21:00,SKU_电_002,电子商品8,电子,退货退款,物流太慢,460.6,已完成
RF20250821006992,京20250821283087,2025-08-21 21:51:00,SKU_服_005,服装商品6,服装,退货退款,尺码不合适,195.36,已完成
RF20250821006993,京20250821119211,2025-08-21 21:31:00,SKU_服_005,服装商品1,服装,退货退款,物流太慢,195.82,已完成
RF20250821006994,京20250821790599,2025-08-21 21:27:00,SKU_服_007,服装商品3,服装,退货退款,与描述不符,129.16,已完成
RF20250821006995,京20250821124191,2025-08-21 12:27:00,SKU_服_001,服装商品5,服装,退货退款,不想要了,231.77,已完成
RF20250821006996,京20250821093961,2025-08-21 16:28:00,SKU_服_003,服装商品17,服装,仅退款,与描述不符,159.27,已完成
RF20250822007110,京20250822890460,2025-08-22 13:06:00,SKU_美_004,美妆商品17,美妆,退货退款,物流太慢,133.09,已完成
RF20250822007111,京20250822263747,2025-08-22 20:19:00,SKU_美_006,美妆商品3,美妆,仅退款,物流太慢,122.93,已拒绝
RF20250822007112,京20250822762304,2025-08-22 09:17:00,SKU_美_009,美妆商品16,美妆,退货退款,质量问题,105.07,处理中
RF20250822007113,京20250822218764,2025-08-22 15:43:00,SKU_美_002,美妆商品5,美妆,退货退款,物流太慢,126.61,已完成
RF20250822007114,京20250822736732,2025-08-22 12:28:00,SKU_美_009,美妆商品12,美妆,仅退款,物流太慢,190.68,已完成
RF20250822007115,京20250822407372,2025-08-22 09:08:00,SKU_食_008,食品商品9,食品,退货退款,物流太慢,49.07,已完成
RF20250822007116,京20250822335739,2025-08-22 19:28:00,SKU_食_004,食品商品7,食品,退货退款,质量问题,63.99,已完成
RF20250822007117,京20250822106207,2025-08-22 16:35:00,SKU_食_001,食品商品19,食品,仅退款,尺码不合适,52.95,已完成
RF20250822007118,京20250822247394,2025-08-22 09:42:00,SKU_食_001,食品商品5,食品,仅退款,物流太慢,52.66,已完成
RF20250822007119,京20250822184463,2025-08-22 19:43:00,SKU_食_001,食品商品4,食品,仅退款,质量问题,32.21,已拒绝
RF20250822007120,京20250822907796,2025-08-22 11:43:00,SKU_食_001,食品商品12,食品,仅退款,质量问题,52.13,已拒绝
RF20250822007121,京20250822808310,2025-08-22 18:40:00,SKU_食_008,食品商品5,食品,仅退款,物流太慢,51.58,已完成
RF20250822007122,京20250822241848,2025-08-22 18:23:00,SKU_食_007,食品商品9,食品,仅退款,物流太慢,54.33,已完成
RF20250822007123,京20250822148639,2025-08-22 11:04:00,SKU_食_002,食品商品16,食品,退货退款,与描述不符,49.87,已拒绝
RF20250822007124,京20250822140030,2025-08-22 08:38:00,SKU_食_003,食品商品7,食品,仅退款,与描述不符,48.71,已完成
RF20250822007125,京20250822360456,2025-08-22 08:15:00,SKU_食_009,食品商品17,食品,仅退款,物流太慢,51.7,已完成
RF20250822007126,京20250822881945,2025-08-22 15:05:00,SKU_食_007,食品商品9,食品,退货退款,尺码不合适,60.69,处理中
RF20250822007127,京20250822792567,2025-08-22 11:29:00,SKU_食_005,食品商品13,食品,仅退款,质量问题,49.57,已完成
RF20250822007128,京20250822032138,2025-08-22 13:10:00,SKU_电_004,电子商品17,电子,退货退款,物流太慢,517.24,已拒绝
RF20250822007129,京20250822505299,2025-08-22 19:54:00,SKU_电_002,电子商品3,电子,退货退款,尺码不合适,473.46,已完成
RF20250822007130,京20250822699129,2025-08-22 13:52:00,SKU_电_008,电子商品15,电子,退货退款,物流太慢,410.1,已完成
RF20250822007131,京20250822755992,2025-08-22 21:32:00,SKU_电_008,电子商品15,电子,仅退款,物流太慢,339.59,已拒绝
RF20250822007132,京20250822916383,2025-08-22 21:06:00,SKU_电_004,电子商品10,电子,退货退款,物流太慢,436.08,处理中
RF20250822007133,京20250822892051,2025-08-22 20:31:00,SKU_电_001,电子商品14,电子,退货退款,物流太慢,461.71,已完成
RF20250822007134,京20250822828187,2025-08-22 17:46:00,SKU_电_002,电子商品12,电子,退货退款,与描述不符,376.86,已完成
RF20250822007135,京20250822416078,2025-08-22 14:05:00,SKU_电_005,电子商品6,电子,仅退款,物流太慢,352.35,已完成
RF20250822007136,京20250822467864,2025-08-22 18:31:00,SKU_电_006,电子商品15,电子,仅退款,不想要了,408.69,处理中
RF20250822007137,京20250822753268,2025-08-22 21:36:00,SKU_电_004,电子商品17,电子,仅退款,物流太慢,389.7,已完成
RF20250822007138,京20250822645309,2025-08-22 15:32:00,SKU_电_009,电子商品18,电子,仅退款,与描述不符,349.9,已完成
RF20250822007139,京20250822858782,2025-08-22 14:35:00,SKU_电_007,电子商品14,电子,退货退款,物流太慢,432.58,已完成
RF20250822007140,京20250822698028,2025-08-22 20:21:00,SKU_电_004,电子商品17,电子,仅退款,物流太慢,427.28,处理中
RF20250822007141,京20250822624976,2025-08-22 16:55:00,SKU_电_001,电子商品1,电子,仅退款,物流太慢,461.02,已完成
RF20250822007142,京20250822158344,2025-08-22 14:40:00,SKU_电_002,电子商品9,电子,仅退款,物流太慢,363.45,已完成
RF20250822007143,京20250822567243,2025-08-22 19:06:00,SKU_服_005,服装商品8,服装,仅退款,物流太慢,223.48,已完成
RF20250822007144,京20250822235594,2025-08-22 08:43:00,SKU_服_001,服装商品17,服装,仅退款,物流太慢,190.3,已拒绝
RF20250822007145,京20250822673573,2025-08-22 15:22:00,SKU_服_008,服装商品11,服装,仅退款,与描述不符,135.31,已完成
RF20250823007249,京20250823156759,2025-08-23 11:06:00,SKU_美_006,美妆商品5,美妆,退货退款,与描述不符,143.34,已完成
RF20250823007250,京20250823227748,2025-08-23 19:14:00,SKU_美_002,美妆商品11,美妆,仅退款,与描述不符,127.93,已完成
RF20250823007251,京20250823802183,2025-08-23 14:44:00,SKU_美_005,美妆商品7,美妆,退货退款,物流太慢,168.76,已完成
RF20250823007252,京20250823202551,2025-08-23 10:50:00,SKU_美_007,美妆商品9,美妆,退货退款,物流太慢,160.64,已完成
RF20250823007253,京20250823257258,2025-08-23 20:14:00,SKU_美_007,美妆商品8,美妆,仅退款,不想要了,156.69,已完成
RF20250823007254,京20250823189058,2025-08-23 08:53:00,SKU_美_003,美妆商品9,美妆,退货退款,物流太慢,123.98,处理中
RF20250823007255,京20250823719526,2025-08-23 21:17:00,SKU_美_005,美妆商品17,美妆,仅退款,尺码不合适,142.16,已完成
RF20250823007256,京20250823725633,2025-08-23 11:23:00,SKU_美_007,美妆商品10,美妆,退货退款,尺码不合适,135.71,处理中
RF20250823007257,京20250823752920,2025-08-23 08:09:00,SKU_食_001,食品商品3,食品,退货退款,尺码不合适,51.51,已完成
RF20250823007258,京20250823492434,2025-08-23 11:53:00,SKU_食_001,食品商品11,食品,仅退款,物流太慢,48.52,已完成
RF20250823007259,京20250823102881,2025-08-23 10:43:00,SKU_食_001,食品商品12,食品,仅退款,质量问题,49.53,已完成
RF20250823007260,京20250823202720,2025-08-23 08:47:00,SKU_食_007,食品商品7,食品,退货退款,不想要了,48.87,已完成
RF20250823007261,京20250823517477,2025-08-23 19:21:00,SKU_食_004,食品商品14,食品,退货退款,物流太慢,43.56,处理中
RF20250823007262,京20250823370634,2025-08-23 08:48:00,SKU_食_002,食品商品13,食品,仅退款,质量问题,56.06,已完成
RF20250823007263,京20250823434808,2025-08-23 18:45:00,SKU_食_005,食品商品16,食品,退货退款,物流太慢,37.33,已拒绝
RF20250823007264,京20250823615314,2025-08-23 13:41:00,SKU_食_007,食品商品6,食品,仅退款,物流太慢,43.48,已完成
RF20250823007265,京20250823834148,2025-08-23 17:53:00,SKU_食_003,食品商品2,食品,退货退款,物流太慢,62.75,已完成
RF20250823007266,京20250823419779,2025-08-23 14:25:00,SKU_食_005,食品商品19,食品,仅退款,物流太慢,44.72,已完成
RF20250823007267,京20250823282497,2025-08-23 16:01:00,SKU_食_004,食品商品17,食品,仅退款,物流太慢,53.88,已完成
RF20250823007268,京20250823591378,2025-08-23 13:52:00,SKU_食_004,食品商品3,食品,退货退款,物流太慢,56.33,已完成
RF20250823007269,京20250823839931,2025-08-23 11:27:00,SKU_食_006,食品商品3,食品,退货退款,物流太慢,44.34,已拒绝
RF20250823007270,京20250823932326,2025-08-23 12:53:00,SKU_食_002,食品商品16,食品,仅退款,物流太慢,47.24,处理中
RF20250823007271,京20250823138616,2025-08-23 15:34:00,SKU_电_006,电子商品6,电子,仅退款,物流太慢,338.06,已完成
RF20250823007272,京20250823223785,2025-08-23 21:30:00,SKU_电_001,电子商品2,电子,仅退款,物流太慢,459.6,已拒绝
RF20250823007273,京20250823084231,2025-08-23 18:35:00,SKU_电_006,电子商品18,电子,退货退款,物流太慢,359.36,已完成
RF20250823007274,京20250823137616,2025-08-23 18:26:00,SKU_电_007,电子商品8,电子,退货退款,物流太慢,344.23,已完成
RF20250823007275,京20250823937179,2025-08-23 11:16:00,SKU_电_009,电子商品11,电子,仅退款,物流太慢,383.94,已完成
RF20250823007276,京20250823544167,2025-08-23 20:29:00,SKU_电_001,电子商品14,电子,仅退款,物流太慢,376.72,处理中
RF20250823007277,京20250823958889,2025-08-23 21:31:00,SKU_电_007,电子商品17,电子,仅退款,物流太慢,500.21,已完成
RF20250823007278,京20250823448657,2025-08-23 18:02:00,SKU_电_003,电子商品15,电子,仅退款,尺码不合适,511.93,已拒绝
RF20250823007279,京20250823062599,2025-08-23 16:34:00,SKU_服_009,服装商品9,服装,退货退款,质量问题,199.61,已完成
RF20250823007280,京20250823503002,2025-08-23 16:13:00,SKU_服_009,服装商品7,服装,退货退款,物流太慢,121.11,处理中
RF20250823007281,京20250823688483,2025-08-23 12:22:00,SKU_服_008,服装商品10,服装,退货退款,物流太慢,197.12,处理中
RF20250823007282,京20250823462496,2025-08-23 12:19:00,SKU_服_003,服装商品19,服装,仅退款,尺码不合适,259.65,已完成
RF20250823007283,京20250823012945,2025-08-23 21:49:00,SKU_服_006,服装商品18,服装,退货退款,质量问题,175.14,已完成
RF20250824007399,京20250824171982,2025-08-24 10:40:00,SKU_美_002,美妆商品4,美妆,退货退款,物流太慢,122.96,已完成
RF20250824007400,京20250824805104,2025-08-24 10:54:00,SKU_美_001,美妆商品9,美妆,退货退款,物流太慢,104.67,处理中
RF20250824007401,京20250824328897,2025-08-24 19:44:00,SKU_美_002,美妆商品6,美妆,退货退款,与描述不符,164.33,已完成
RF20250824007402,京20250824281256,2025-08-24 11:27:00,SKU_美_009,美妆商品10,美妆,仅退款,物流太慢,175.17,已拒绝
RF20250824007403,京20250824811871,2025-08-24 14:13:00,SKU_美_006,美妆商品16,美妆,退货退款,质量问题,117.86,处理中
RF20250824007404,京20250824746449,2025-08-24 13:03:00,SKU_食_008,食品商品15,食品,退货退款,不想要了,46.54,已完成
RF20250824007405,京20250824339678,2025-08-24 09:32:00,SKU_食_004,食品商品4,食品,仅退款,质量问题,55.01,已完成
RF20250824007406,京20250824194588,2025-08-24 11:42:00,SKU_食_006,食品商品14,食品,退货退款,物流太慢,64.67,已完成
RF20250824007407,京20250824257398,2025-08-24 09:32:00,SKU_食_001,食品商品6,食品,退货退款,质量问题,50.31,已完成
RF20250824007408,京20250824997277,2025-08-24 18:46:00,SKU_食_002,食品商品8,食品,仅退款,尺码不合适,50.49,处理中
RF20250824007409,京20250824772105,2025-08-24 09:16:00,SKU_食_007,食品商品15,食品,仅退款,质量问题,37.31,已完成
RF20250824007410,京20250824201400,2025-08-24 15:40:00,SKU_食_005,食品商品7,食品,退货退款,物流太慢,52.96,已完成
RF20250824007411,京20250824461721,2025-08-24 20:44:00,SKU_食_006,食品商品16,食品,仅退款,物流太慢,46.72,已拒绝
RF20250824007412,京20250824734906,2025-08-24 18:55:00,SKU_食_003,食品商品3,食品,仅退款,质量问题,51.89,已完成
RF20250824007413,京20250824535904,2025-08-24 10:00:00,SKU_食_003,食品商品12,食品,仅退款,物流太慢,34.14,已完成
RF20250824007414,京20250824805877,2025-08-24 08:00:00,SKU_食_007,食品商品2,食品,退货退款,物流太慢,58.01,已完成
RF20250824007415,京20250824335416,2025-08-24 09:48:00,SKU_食_003,食品商品8,食品,仅退款,物流太慢,38.63,已完成
RF20250824007416,京20250824167394,2025-08-24 18:07:00,SKU_电_007,电子商品5,电子,退货退款,物流太慢,453.51,已完成
RF20250824007417,京20250824337093,2025-08-24 13:20:00,SKU_电_001,电子商品11,电子,退货退款,与描述不符,439.98,已完成
RF20250824007418,京20250824450272,2025-08-24 19:09:00,SKU_电_009,电子商品4,电子,仅退款,尺码不合适,513.83,已完成
RF20250824007419,京20250824143994,2025-08-24 12:56:00,SKU_电_003,电子商品10,电子,仅退款,尺码不合适,407.89,已完成
RF20250824007420,京20250824763828,2025-08-24 10:17:00,SKU_电_004,电子商品4,电子,仅退款,质量问题,426.84,已拒绝
RF20250824007421,京20250824549085,2025-08-24 16:42:00,SKU_电_001,电子商品9,电子,退货退款,尺码不合适,411.21,已完成
RF20250824007422,京20250824517808,2025-08-24 20:51:00,SKU_电_004,电子商品1,电子,退货退款,物流太慢,492.79,已完成
RF20250824007423,京20250824228337,2025-08-24 10:58:00,SKU_电_001,电子商品18,电子,退货退款,物流太慢,548.54,已完成
RF20250824007424,京20250824246148,2025-08-24 17:57:00,SKU_电_002,电子商品14,电子,仅退款,与描述不符,333.35,处理中
RF20250824007425,京20250824930603,2025-08-24 10:12:00,SKU_电_001,电子商品5,电子,退货退款,物流太慢,286.66,已完成
RF20250824007426,京20250824424533,2025-08-24 08:10:00,SKU_电_007,电子商品9,电子,退货退款,质量问题,360.08,已完成
RF20250824007427,京20250824379972,2025-08-24 17:56:00,SKU_电_004,电子商品1,电子,仅退款,质量问题,364.25,处理中
RF20250824007428,京20250824045729,2025-08-24 21:32:00,SKU_电_003,电子商品8,电子,退货退款,物流太慢,442.15,已完成
RF20250824007429,京20250824277785,2025-08-24 11:57:00,SKU_电_006,电子商品14,电子,仅退款,质量问题,423.87,已完成
RF20250824007430,京20250824243923,2025-08-24 16:50:00,SKU_电_009,电子商品5,电子,仅退款,物流太慢,419.51,已拒绝
RF20250824007431,京20250824034346,2025-08-24 17:05:00,SKU_电_009,电子商品5,电子,退货退款,物流太慢,404.52,已完成
RF20250824007432,京20250824905927,2025-08-24 17:54:00,SKU_服_007,服装商品17,服装,仅退款,物流太慢,213.63,处理中
RF20250824007433,京20250824822600,2025-08-24 17:05:00,SKU_服_004,服装商品2,服装,退货退款,物流太慢,109.4,已完成
RF20250824007434,京20250824882410,2025-08-24 10:05:00,SKU_服_004,服装商品9,服装,退货退款,与描述不符,218.89,处理中
RF20250824007435,京20250824572346,2025-08-24 21:54:00,SKU_服_008,服装商品13,服装,仅退款,物流太慢,155.92,已拒绝
RF20250825007545,京20250825921110,2025-08-25 15:46:00,SKU_美_003,美妆商品12,美妆,仅退款,物流太慢,123.19,已完成
RF20250825007546,京20250825165815,2025-08-25 09:44:00,SKU_美_005,美妆商品8,美妆,退货退款,物流太慢,149.99,已完成
RF20250825007547,京20250825188058,2025-08-25 13:08:00,SKU_美_006,美妆商品4,美妆,仅退款,物流太慢,143.04,已完成
RF20250825007548,京20250825127825,2025-08-25 12:54:00,SKU_美_008,美妆商品6,美妆,退货退款,尺码不合适,129.91,处理中
RF20250825007549,京20250825621798,2025-08-25 16:32:00,SKU_美_003,美妆商品11,美妆,仅退款,物流太慢,171.93,已完成
RF20250825007550,京20250825306833,2025-08-25 15:06:00,SKU_美_003,美妆商品1,美妆,退货退款,尺码不合适,95.0,已完成
RF20250825007551,京20250825127499,2025-08-25 14:19:00,SKU_美_009,美妆商品3,美妆,仅退款,物流太慢,156.54,已完成
RF20250825007552,京20250825099870,2025-08-25 14:27:00,SKU_美_007,美妆商品15,美妆,仅退款,不想要了,146.96,已完成
RF20250825007553,京20250825350841,2025-08-25 09:28:00,SKU_食_002,食品商品3,食品,退货退款,质量问题,43.16,已完成
RF20250825007554,京20250825679883,2025-08-25 15:36:00,SKU_食_001,食品商品10,食品,仅退款,尺码不合适,48.07,已拒绝
